5.1168 7.32465 1.60001
4.8791 7.04231 1.60001
4.64139 6.68467 1.60001
4.60743 6.23291 1.60001
4.53952 5.55528 1.60001
4.69233 5.10353 1.60001
4.89607 4.76471 1.60001
5.06586 4.31296 1.60001
4.52254 3.80473 1.2
4.13203 4.40707 1.2
3.9113 5.25411 1.2
3.92828 5.79998 1.2
3.9113 6.25174 1.2
4.16599 7.39995 1.2
4.52254 7.79523 1.2
5.1168 8.15287 1.2
5.33753 8.28463 1.2
4.14901 3.07063 0.8
3.65662 3.57885 0.8
3.38496 4.18119 0.8
3.24913 4.89647 0.8
3.19819 5.53646 0.8
6.35293 6.84556 2.4
6.39255 6.64742 2.4
6.51139 6.34029 2.4
6.48168 6.03317 2.4
6.40719 5.57411 2.4
6.18647 5.38587 2.4
5.76199 5.34823 2.4
3.69058 8.02111 0.8
4.01318 8.35993 0.8
4.35275 8.6611 0.8
4.74327 8.81168 0.8
4.94701 8.92462 0.8
7.1203 5.68704 2
7.40894 6.32703 2
7.4429 6.60938 2
7.45988 6.83525 2
7.47686 7.07995 2
7.39196 7.32465 2
7.32349 7.55889 2
7.14522 7.83629 2
6.95705 7.9849 2
6.25438 7.96464 1.8
6.06761 8.03993 1.8
5.86387 8.03993 1.8
5.57523 8.02111 1.8
7.22217 8.84933 2
6.59396 8.88697 2
7.01843 9.73401 1.6
7.23915 9.62107 1.6
7.4429 9.56461 1.6
6.42417 9.20697 1.4
6.13553 9.20697 1.4
5.88085 9.24461 1.4
5.57523 9.22579 1.4
5.33753 9.22579 1.4
5.13378 9.11285 1.4
7.57873 9.05638 1.6
7.7655 8.88697 1.6
7.93529 8.77403 1.6
8.05414 8.54816 1.6
8.18997 8.30346 1.6
8.10507 7.56935 1.6
8.20695 7.39995 1.6
8.30882 7.15525 1.6
8.35976 6.74114 1.6
8.34278 6.47761 1.6
8.30882 6.25174 1.6
7.39196 5.12235 1.2
7.30707 4.85883 1.2
7.15426 4.63295 1.2
6.98447 4.44472 1.2
6.62791 4.27531 1.2
6.30532 4.14355 1.2
6.05063 4.06826 1.2
5.79595 4.08708 1.2
5.52429 4.16237 1.2
5.42242 4.21884 1.2
9.46338 6.11998 1.2
9.4464 6.57173 1.2
9.46338 6.8729 1.2
9.38344 7.15269 1.2
9.19172 7.41877 1.2
9.22568 8.35993 1.2
9.1238 8.51051 1.2
9.02193 8.69874 1.2
9.48036 9.45167 1.2
9.42942 9.6399 1.2
9.34453 9.82813 1.2
9.17474 9.97871 1.2
9.07287 10.1105 1.2
8.12205 10.167 1.2
7.81643 10.2987 1.2
7.54477 10.374 1.2
7.32405 10.4117 1.2
6.11855 9.80931 1.2
5.79595 9.8846 1.2
5.38846 9.8846 1.2
10.3802 4.42589 1.6
10.2444 4.04943 1.6
9.87087 3.6165 1.6
9.25963 3.10828 1.6
8.78422 2.90122 1.6
8.49559 2.93887 1.6
7.95226 3.05181 1.6
7.83341 3.16475 1.6
11.0424 7.8517 1.2
11.348 7.24936 1.2
11.4499 6.79761 1.2
11.4499 6.1388 1.2
11.1952 5.17882 1.2
11.1443 4.74589 1.2
11.1443 4.21884 1.2
10.8387 3.57885 1.2
10.5161 3.07063 1.2
10.0237 2.71299 0.8
9.29359 2.50594 1.2
8.83516 2.35535 1.2
8.2409 2.20477 1.2
7.81643 2.18594 1.2
7.61269 2.18594 1.2
7.10332 2.20477 1.2
6.7977 2.24241 1.2
7.35801 3.54121 0.8
6.8826 3.27769 0.8
5.91481 3.27769 0.8
5.32055 3.33415 0.8
4.86212 3.40945 0.8
4.74327 3.57885 0.8
6.27136 1.52713 0.8
6.83166 1.32008 0.8
7.40894 1.28244 0.8
7.83341 1.24479 0.8
8.54652 1.32008 0.8
9.25963 1.6589 0.8
9.93879 2.03536 0.6
10.584 2.35535 0.4
11.0085 2.82593 0.8
11.2801 3.3718 0.8
11.4669 3.99296 0.8
11.6027 4.6706 0.8
11.8404 5.36705 0.8
11.8913 6.02586 0.8
12.0611 6.66585 0.8
11.9423 7.1176 0.8
11.8065 7.68229 0.8
11.6706 7.98346 0.8
11.4499 8.20934 0.8
10.2444 7.87052 0.8
10.1425 8.02111 0.8
9.97274 8.22817 0.8
9.61619 8.37875 0.8
9.54827 8.45404 0.8
10.2953 9.95989 0.8
10.0371 10.2438 0.8
9.86872 10.4419 0.8
9.64094 10.7094 0.8
8.59746 10.6375 0.8
8.42767 10.7316 0.8
8.12205 10.8822 0.8
8.02018 10.9387 0.8
6.72979 10.3928 0.8
6.52604 10.4869 0.8
6.20344 10.5622 0.8
5.84689 10.5622 0.8
5.69408 10.5434 0.8
5.45638 10.4869 0.8
5.28659 10.4681 0.8
3.41892 9.92225 0.8
3.06236 9.73401 0.8
2.77372 9.31991 0.8
2.56998 8.88697 0.8
2.48508 8.60463 0.8
2.36623 8.0964 0.8
2.31529 7.77641 0.8
2.24738 7.24936 0.8
2.17946 6.75996 0.8
2.16249 6.6282 0.8
2.17946 6.28938 0.8
2.14551 5.74351 0.8
2.24738 5.36705 0.8
2.34925 4.99059 0.4
2.4681 4.27531 0.4
2.553 3.95532 0.4
2.67185 3.6165 0.4
2.85862 3.24004 0.4
3.01143 2.99534 0.4
3.19819 2.84475 0.4
3.40194 2.58123 0.4
4.26786 2.76946 0.4
4.50556 2.67535 0.4
4.82816 2.6377 0.4
5.16774 2.56241 0.4
3.45288 9.03756 0.4
3.82641 9.31991 0.4
4.13203 9.52696 0.4
4.47161 9.67755 0.4
4.81118 9.79048 0.4
5.97659 11.3237 0.4
6.86562 11.221 0.4
7.18822 11.1834 0.4
7.49383 11.1834 0.4
7.83341 11.2399 0.4
7.91831 11.2399 0.4
8.29184 11.3716 0.4
8.46163 11.2399 0.4
8.73329 11.1834 0.4
8.90308 11.1269 0.4
9.15776 11.0704 0.4
9.37848 10.9763 0.4
9.61619 10.9763 0.4
9.92814 11.0661 0.4
10.2852 11.1197 0.4
10.5676 11.049 0.4
10.8147 10.9431 0.4
11.0353 10.8372 0.4
11.2206 10.696 0.4
10.3293 9.47776 0.4
10.3972 9.28226 0.4
10.6349 9.05638 0.4
10.7877 8.86815 0.4
10.8726 8.73639 0.4
11.0594 8.51051 0.4
12.0951 8.52933 0.4
12.2819 8.05876 0.4
12.3668 7.64465 0.4
12.3668 7.1176 0.4
12.3668 7.04231 0.4
12.4347 6.21409 0.4
12.4856 5.72469 0.4
12.4007 5.3294 0.4
12.129 4.48236 0.4
12.0442 4.14355 0.4
11.9762 3.6165 0.4
11.7895 3.14592 0.4
11.5688 2.46829 0.4
11.1273 1.94124 0
10.6519 1.71537 0
10.3972 1.56478 0
10.0067 1.43302 0.2
9.27661 1.11303 0.6
9.03891 0.962442 0.6
8.42767 0.811857 0.4
7.59571 0.774211 0.4
7.17124 0.698918 0.4
6.47511 0.717741 0.4
6.11855 0.736564 0.4
5.96574 0.962442 0.4
3.19819 8.6611 1.2
3.04538 7.47524 1.2
2.89257 7.13642 1.2
2.94351 6.70349 1.2
3.01143 6.36468 1.2
3.1133 6.06351 1.2
3.16424 5.85645 1.2
3.55475 7.607 1.6
3.57173 7.13642 1.6
3.53777 6.92937 1.6
3.60568 6.64702 1.6
3.70756 6.51526 1.6
3.72454 6.43997 1.6
3.75849 2.35535 0
4.28484 2.07301 0
4.45463 2.03536 0
4.64139 1.92242 0
5.01493 1.77184 0
5.28659 1.62125 0
5.57523 1.52713 0
5.69408 1.39537 0
5.82991 1.30126 0
3.75849 2.35535 0
11.9083 9.05638 0
11.7555 9.24461 0
11.4853 9.49541 0
11.3706 9.63665 0
11.3176 9.83968 0
11.0764 9.92225 0
10.9405 10.0352 0
4.36973 10.5622 0
4.59046 10.5999 0
4.74327 10.6375 0
4.96399 10.6564 0
5.1168 10.6752 0
6.551 7.5688 2.2
6.71281 7.39995 2.2
6.84864 7.17407 2.2
6.93353 6.96702 2.2
6.91655 6.6282 2.2
6.95051 6.30821 2.2
6.93353 5.93174 2.2
6.84864 5.6494 2.2
6.71281 5.46117 2.2
6.03366 6.17645 2.6
6.11855 5.95057 2.6
5.729 5.74585 2.6
5.42242 6.11998 2.2
10.1425 5.85645 1.8
10.1765 5.00941 1.8
10.0407 4.70824 1.8
9.92181 4.44472 1.8
9.769 4.14355 1.8
9.56525 3.93649 1.8
9.41244 3.76709 1.8
9.19172 3.54121 1.8
9.00495 3.39062 1.8
8.68235 3.3718 1.8
8.44465 3.44709 1.8
7.88435 6.21409 1.8
7.98622 6.53408 1.8
7.95226 6.77878 1.8
7.90133 7.07995 1.8
7.85039 7.41877 1.8
7.81643 7.68229 1.8
7.74852 7.88935 1.8
7.66362 8.11523 1.8
7.56117 8.31184 1.8
7.32405 8.51051 1.8
7.34103 9.26343 1.8
7.15426 9.35755 1.8
6.95051 9.3952 1.8
6.84864 9.3952 1.8
6.67885 9.3952 1.8
6.61094 9.3952 1.8
6.45813 8.6611 1.6
6.25438 8.69874 1.6
6.05063 8.73639 1.6
5.69408 8.71757 1.6
5.33753 8.69874 1.6
5.67948 7.49945 2
7.03541 5.06588 1.4
7.01843 4.80236 1.4
6.76375 4.65177 1.4
6.59396 4.57648 1.4
6.15251 4.53883 1.4
8.52954 5.79998 1
8.05414 4.99059 1
7.81643 4.76471 1
7.39196 4.20002 1
7.06937 3.82355 1
6.52604 3.74826 1
6.06761 3.71062 1
5.79595 3.67297 1
5.45638 3.65415 1
5.33753 3.69179 1
4.99795 3.80473 1
4.33577 3.50356 1
4.03015 3.59768 1
3.92828 3.72944 1
3.84339 3.97414 1
3.75849 4.36943 1
3.63964 5.00941 1
3.62266 5.19764 1
3.62266 5.4047 1
3.58871 5.72469 1
2.63789 5.8941 1
2.553 6.23291 1
2.553 6.47761 1
2.56998 6.98584 1
2.53602 7.21172 1
2.67185 7.81406 1
2.68883 8.22817 1
2.82466 8.62345 1
2.99445 9.05638 1
3.14726 9.31991 1
3.28309 9.43284 1
3.87735 7.66347 1
4.19994 8.00229 1
4.33577 8.13405 1
4.60743 8.30346 1
4.84514 8.47287 1
5.45638 10.2234 1
5.71106 10.2046 1
6.18647 10.2234 1
6.37323 10.1858 1
6.47511 10.1481 1
7.71456 10.7505 1
7.85039 10.6752 1
7.90133 10.6564 1
8.07112 10.581 1
8.25788 10.4681 1
8.39371 10.3175 1
9.35373 10.5014 1
9.6841 10.1858 1
9.81993 9.92225 1
9.87087 9.75284 1
9.90483 9.6399 1
9.37848 8.00229 1
9.48036 7.8517 1
9.65015 7.66347 1
9.84891 7.33102 1
9.92181 7.07995 1
9.95576 6.94819 1
10.047 6.76631 1
11.2801 8.05876 1
11.399 7.77641 1
11.4839 7.3623 1
11.6537 6.91055 1
11.6367 6.64702 1
11.6537 6.47761 1
11.6197 6.28938 1
11.5518 6.08233 1
11.5178 5.93174 1
11.5348 5.79998 1
11.5348 5.68704 1
11.4839 5.12235 1
11.4499 4.87765 1
11.365 4.53883 1
11.331 4.31296 1
11.2801 4.1059 1
11.1613 3.82355 1
11.1273 3.72944 1
11.0424 3.56003 1
10.9915 3.46592 1
10.9066 3.03298 1
10.6519 2.80711 1
10.2953 2.46829 0.6
9.87087 2.33653 0.8
9.22568 2.12947 1
8.97099 1.92242 1
8.76725 1.84713 1
8.25788 1.75301 1
8.10507 1.71537 1
7.6806 1.69654 1
7.61269 1.69654 1
7.05239 1.77184 1
6.54302 1.84713 1
6.39021 1.92242 1
5.4394 7.94582 1.4
4.96399 7.607 1.4
4.60743 7.28701 1.4
4.60743 7.28701 1.4
4.52254 7.09878 1.4
4.25088 6.75996 1.4
4.21692 6.17645 1.4
4.19994 5.79998 1.4
4.11505 5.29176 1.4
4.19994 4.9153 1.4
4.30182 4.5953 1.4
4.60743 4.25649 1.4
4.74327 4.03061 1.4
4.82816 3.95532 1.4
8.53173 8.15333 1.4
8.68235 8.07758 1.4
8.83516 7.77641 1.4
8.92006 7.607 1.4
8.85214 7.3623 1.4
8.85214 6.81643 1.4
8.92006 6.51526 1.4
8.98797 6.27056 1.4
8.98797 6.08233 1.4
8.50202 9.63942 1.4
8.61444 9.47049 1.4
8.68235 9.35755 1.4
8.76725 9.13167 1.4
7.05239 10.2046 1.4
7.30707 10.0917 1.4
7.4429 10.054 1.4
7.4429 10.054 1.4
7.61269 9.90342 1.4
3.38496 7.98346 1.4
3.31704 7.73876 1.4
3.21517 7.13642 1.4
3.26611 6.85408 1.4
3.36798 6.6282 1.4
3.48683 6.27056 1.4
3.52079 6.15762 1.4
7.18822 2.84475 1.4
7.35801 2.75064 1.4
7.54477 2.67535 1.4
7.90133 2.58123 1.4
8.37673 2.56241 1.4
8.92006 2.56241 1.4
9.66713 2.95769 1.2
10.0407 3.22122 1.4
10.3633 3.52238 1.4
10.6519 4.20002 1.4
10.8387 4.65177 1.4
11.0254 5.44234 1.4
11.0594 5.79998 1.4
11.0764 6.23291 1.4
11.1613 6.72232 1.4
11.1273 6.98584 1.4
10.9405 7.19289 1.4
10.7708 7.47524 1.4
10.6859 7.51289 1.4
4.8791 9.31991 0.6
4.47161 9.24461 0.6
4.18297 9.03756 0.6
3.97922 8.86815 0.6
3.86037 8.75521 0.6
3.62266 8.5858 0.6
3.50381 8.37875 0.6
2.80768 5.25411 0.6
2.85862 4.57648 0.6
2.92653 4.31296 0.6
3.13028 3.84238 0.6
3.24913 3.63532 0.6
3.38496 3.3718 0.6
3.46985 3.25886 0.6
3.58871 3.16475 0.6
3.75849 2.95769 0.6
3.86037 2.86358 0.6
4.53952 3.18357 0.6
4.84514 3.03298 0.6
5.23565 2.97652 0.6
5.52429 2.86358 0.6
6.69583 2.65652 0.6
6.20344 1.30126 0.6
6.50906 1.07538 0.6
6.74677 1.00009 0.6
7.06937 0.981265 0.6
7.91831 1.03773 0.6
8.34278 1.07538 0.6
8.54652 1.11303 0.6
9.14078 1.22597 0.6
9.61619 1.37655 0.4
9.85389 1.64007 0.4
10.4821 2.05418 0.2
10.7708 2.29888 0.2
11.365 2.8824 0.6
11.5518 3.54121 0.6
11.6706 3.97414 0.6
12.0442 4.95294 0.6
12.146 5.53646 0.6
12.0951 5.8941 0.6
12.18 6.27056 0.6
12.214 6.85408 0.6
12.0781 7.26819 0.6
12.0272 7.87052 0.6
11.8913 8.0964 0.6
11.8234 8.24699 0.6
11.7895 8.35993 0.6
10.6689 8.28463 0.6
10.533 8.43522 0.6
10.4312 8.51051 0.6
10.1425 8.67992 0.6
10.0067 8.8305 0.6
9.93879 8.9058 0.6
9.92181 8.96227 0.6
10.6519 10.3928 0.6
10.4617 10.5194 0.6
10.2847 10.5707 0.6
10.0646 10.7136 0.6
9.8793 10.7842 0.6
9.22568 10.8257 0.6
8.86912 10.9199 0.6
8.59746 10.9952 0.6
8.35976 11.1081 0.6
8.15601 11.221 0.6
6.20344 10.9199 0.6
5.89783 10.9199 0.6
10.6029 9.8132 0.2
10.7708 9.62107 0.2
10.9575 9.43284 0.2
11.0424 9.37637 0.2
11.1103 9.30108 0.2
11.2122 9.20697 0.2
11.2801 9.11285 0.2
11.4669 8.84933 0.2
10.6029 9.8132 0.2
5.03191 10.2611 0.2
4.86212 10.2422 0.2
4.57348 10.1858 0.2
4.36973 10.1481 0.2
4.09807 10.0164 0.2
3.84339 9.90342 0.2
3.80943 9.80931 0.2
3.6736 9.77166 0.2
5.03191 10.2611 0.2
4.09807 2.56241 0.2
4.25088 2.35535 0.2
4.65837 2.28006 0.2
4.86212 2.18594 0.2
5.09982 2.18594 0.2
5.25263 2.09183 0.2
5.4394 2.03536 0.2
5.93178 1.77184 0.2
9.61619 0.943619 0
10.3293 1.0942 -0.2
10.6689 1.22597 -0.2
10.9745 1.39537 -0.2
11.365 1.69654 -0.2
11.7725 2.1483 0.2
11.9253 2.56241 0.2
12.1121 3.18357 0.2
12.2309 3.48474 0.2
12.4517 4.46354 0.2
12.5705 4.9153 0.2
10.4431 11.3633 0.2
10.6808 11.3039 0.2
10.9086 11.2147 0.2
11.0968 11.1453 0.2
11.2631 11.1269 0.2
10.0668 11.4029 0.2
9.769 11.4281 0.2
9.56525 11.4469 0.2
9.27661 11.4846 0.2
8.83516 11.5975 0.2
8.47861 11.6728 0.2
8.18997 11.6916 0.2
7.81643 11.654 0.2
7.54477 11.6163 0.2
7.40894 11.5787 0.2
7.0759 11.6209 0.2
6.76888 11.6407 0.2
6.48168 11.6209 0.2
6.22418 11.611 0.2
2.09457 4.87765 0.2
2.11155 4.46354 0.2
2.17946 4.01179 0.2
2.26436 3.72944 0.2
2.41717 3.16475 0.2
2.70581 2.82593 0.2
2.80768 2.67535 0.2
2.97747 2.44947 0.2
3.18121 2.29888 0.2
3.33402 2.20477 0.2
5.60919 0.981265 -0.2
5.82991 1.30126 0
7.35801 3.54121 0.8
8.27486 4.03061 0.8
8.61444 4.3506 0.8
9.14078 4.6706 0.8
9.36151 5.02823 0.8
9.65015 5.49881 0.8
9.769 5.83763 0.8
9.19172 5.74351 0.9
8.52954 5.79998 1
7.03541 5.06588 1.4
6.15251 4.53883 1.4
5.42242 4.21884 1.2
4.74327 3.57885 0.8
4.53952 3.18357 0.6
4.26786 2.76946 0.4
4.09807 2.56241 0.2
3.75849 2.35535 0
3.53777 2.03536 -0.2
3.33402 2.20477 0.2
3.86037 2.86358 0.6
4.14901 3.07063 0.8
4.33577 3.50356 1
4.52254 3.80473 1.2
4.82816 3.95532 1.4
5.06586 4.31296 1.60001
5.45638 7.51289 1.60001
5.4394 7.94582 1.4
5.33753 8.28463 1.2
4.94701 8.92462 0.8
4.8791 9.31991 0.6
5.03191 10.2611 0.2
5.1168 10.6752 0
6.22418 11.611 0.2
5.97659 11.3237 0.4
5.28659 10.4681 0.8
5.13378 9.11285 1.4
5.67948 7.49945 2
5.77897 7.06113 2.2
6.25438 7.96464 1.8
